name	rawTweet
esc_buddha	In Serbian Deezer chart @vucic_sanja is on the 35th place and @jamala is at the 62nd place. Only ESC entries on the chart currently.
KilburnDesso	RT @Fort_Russ_News: Fort Russ: #Jamala's Song, Contrary to the Rules Of #Eurovision, Was Not New https://t.co/uale4Ln08D #news #ukraine
Sargprinzessin	Just get over Jamala winning and stop acting like children thanks.
Twit2ooh	@Eurovision @jamala Vile #eurovision  = gutter #propaganda promotes nazi collaborators+ depravity 2kids. USA neocon gimps killed music party
Twit2ooh	@OlegisKing @RKennig @Eurovision @jamala promoting #nazi collaboration in 1944 AND 21st century. #scum in ukraine, scum in #eurovision
1492news	'You are the only one' - Lazarev’s song opened Jamala’s press-conference https://t.co/LhNQ5HsEKF https://t.co/qvpf0KdYY1
rickaos17	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
teppdude	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
fernandoap97	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
eurovisia	"So now when it was officially confirmed that Jamala won fair &amp; square I hope the haters will shut up once &amp; for all
#Eurovision"
Leiree1DTHG	RT @Justs_Sirmais: Meet @jamala from Ukraine😄✌🏼️Singing 2night together in 2nd semi final🤗🎼 #eurovision #justsheartbeat  #voteforjusts http…
GlasnostGone	@pauloCanning That's kind of what I'm saying Paul. Its been fun watching #Putin's paid party faithful bitching in the wind. #Jamala.
LoreEmilyWorld	RT @ABBATheMuseum: Now you can find Jamala's beautiful dress in the Good Evening Europe! exhibition. #esc #jamala #Eurovision https://t.co/…
itsmeyegor	LOVE You are Made of Love by jamala https://t.co/qvQtwwkHtY #soundcloud
asanovich81	Listen to UKRAINE | Jamala - 1944 / Eurovision Song Constest 2016 by Eurovision #np on #SoundCloud https://t.co/SR6LYdaon5
mikelgallego	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
SEEnnis	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
ChaoShosta	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
christogrozev	"Russia doesn't give up.
Now it appealed to EBU to disqualify Jamala as ""song was old"".
EBU: ""Thanks but no thanks"" .https://t.co/s2htxv8bTX"
sleepndraw	RT @yourprincessjpg: Oh my god would people just stop talking about Jamala she deserved to win.
KresySiberia	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
ObsrvyryxShadow	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
RodeVarg	@NATO @jamala Has Nato ever congratulated any other Eurovision winners? #eurovision
RodeVarg	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
RebHarms	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
KrispyVerbakel	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
Geestkraker	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine
perfectzia	"Dear people! If you don't like my opinion about Jamala, you can unfollow\block\mute me and you don't need to make a drama ☺
K, thanks, bye"
buks1954	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
4rdn4n	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
ScruffyMinds	Jamala, Ukrainian Singer, Named Winner of 2016 Eurovision Contest https://t.co/AFpxOZlO0u
kuukkeli5	"RT @christogrozev: Russia doesn't give up.
Now it appealed to EBU to disqualify Jamala as ""song was old"".
EBU: ""Thanks but no thanks"" .http…"
demislovaato	LIVE - Jamala - 1944 (Ukraine)  the turkish part is so beautiful 💗💗  https://t.co/wKbyqSsTwP
jclugoholt	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
NichoolasGibb	Might do a leave britney alone video for @jamala honestly... All this hissy fits for her is stupid.
GlasnostGone	@amitashi01 @EBU_HQ Here's SOLID proof #Jamala didn't violate #Eurovision rules. #Putin's trolls = Nil Poi. #Tatars https://t.co/wLrWqfgCPn
claudialawura	@izpodpolja @jamala BUT IT IS NOT NORMAL!!! @EBU_HQ LIES!!!
urbanembassies	Just because. #NowPlaying 1944 med Jamala ♫ https://t.co/wjAAqqH1X9
Lexoid	RT @Rutenien: Jamala becomes Honored Artist of Ukraine: Ukrainian President Petro Poroshenko has assigned Eu... https://t.co/w3P9WLks6i #Fr…
canalmira	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
Patriotka09	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
izpodpolja	@claudialawura @jamala @EBU_HQ The rule is about unfair exposure, not about the song being old. It's not the first time this happens, btw.
Lexoid	RT @Rutenien: Ukraine Today: Jamala will receive People's Artist of Ukraine title – Minister of Culture: Ukr... https://t.co/VI86W7rnZL #Fr…
Lexoid	RT @Rutenien: Sarah Hurst: Eurovision puts Ukraine in helpful spotlight: Ukraine’s smooth crooner Jamala won... https://t.co/NgvKCZnRAv #Fr…
izpodpolja	@claudialawura @jamala @EBU_HQ And don't use caps-lock. That's rude
ESCSamuel	Everyone saying that the May 2015 performance of Jamala was shown on TV. Oh dear.
eurovisia	RT @ESCSamuel: Everyone saying that the May 2015 performance of Jamala was shown on TV. Oh dear.
lee210681	"RT @MrAdamR: When Anna Book hears that Jamala performed 1944 in May 2015...

#Eurovision https://t.co/QrPKByu3da"
mirahmad01	Eurovision winner Jamala criticizes Russian media https://t.co/SN0HLIWPr5
RNiallDMartin	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
helga_smyth	RT @cafebabel_ENG: #Eurovision: Between @jamala's victory and #Sweden's hosting, Europe should be proud https://t.co/U0QeGcF84H https://t.c…
TheNubianTimes	#Eurovision2016 Ukrainian victory sparks controversy https://t.co/59NXOTumvS @jamala #Ukraine #Music #Jamala
andersBigswede	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…
IvarsNeiders	"RT @christogrozev: Russia doesn't give up.
Now it appealed to EBU to disqualify Jamala as ""song was old"".
EBU: ""Thanks but no thanks"" .http…"
IrisR94	"RT @EurovisionTheo: jamala won
that's it
get over urselves"
Lexoid	"RT @bjarnekim: https://t.co/FqLtfpK9AG  #FreeSavchenko #jamala1944 #Jamala 
THERE ARE HEROES
release Savchenko
she has bigger balls than
Pu…"
Lexoid	"RT @bjarnekim: https://t.co/FqLtfpK9AG #FreeSavchenko #jamala1944 #Jamala 
CHURCHILL VERSION 2016
Pilot Savchenko 
never have we owed so mu…"
swe_schlager	"RT @MrAdamR: When Anna Book hears that Jamala performed 1944 in May 2015...

#Eurovision https://t.co/QrPKByu3da"
Lexoid	"RT @bjarnekim: https://t.co/nxIGS0QiJW #Jamala #FreeSavchenko
CRIMEA 1944 
cattle wagons 
were filled with enemies of the people 
children,…"
AVoloshin5	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
UKreality	RT @Rutenien: Jamala becomes Honored Artist of Ukraine: Ukrainian President Petro Poroshenko has assigned Eu... https://t.co/w3P9WLks6i #Fr…
KarlJCompton	everyone who has signed that petition to get Ukraine disqualified can fuck off. it's not political, it's history. #Eurovision #JamalaIsQueen
jamalajohns	RT @wordischeap: those colours, shapes, vibes! @jamalajohns 😍😍😍 #videooftheday for @CorinneBRae https://t.co/mNsDSr03Mr
GlasnostGone	@EBU_HQ @Eurovision Good statement. Just ignore #Russia's trolls. They'll soon get back to #MH17, #Syria, #Ukraine etc.. #Jamala #Tatars
unews365	SEE VIDEO! Women of Ukraine: the musician - Jamala, winner... https://t.co/wYJhyf7GF3 https://t.co/lMYHvWJxtD
CyberUkrop	"RT @bjarnekim: https://t.co/FqLtfpK9AG  #FreeSavchenko #jamala1944 #Jamala 
THERE ARE HEROES
release Savchenko
she has bigger balls than
Pu…"
Lexoid	RT @Rutenien: Euronews: Seven things we learned from Eurovision 2016: Ukraine's Jamala, the first Crimean Ta... https://t.co/vYj5I4F5Lj #Fr…
Lexoid	"RT @AndrewHavryliv: “If you sing about truth, it can really touch people.” - Jamala

#CrimeaIsUkraine #FreeSavchenko #Eurovision https://t.…"
Sertifovic	kill them with kindness 😌 @jamala
BestThreshKosov	RT @ObamoliniB: What has to do @NATO with a song contest? Oh well even if you like nazis like @jamala I mean.
Just_Junior_	@KarlJCompton well said! @jamala deserved to win!!! That was not just a cheap pop song! She was amazing! #Eurovision
Lexoid	RT @ydxnid: Congratulations to  #Ukraine #Jamala #FreeSavchenko
KresySiberia	"RT @AndrewHavryliv: “If you sing about truth, it can really touch people.” - Jamala

#CrimeaIsUkraine #FreeSavchenko #Eurovision https://t.…"
HAMDIRIFAI	"RT @benimmo: ""It has brought global attention to the historical tragedy of #CrimeanTatar s"". @Guardian welcomes Jamala's win. https://t.co/…"
Lexoid	RT @ydxnid: Jamala - 1944 (Ukraine) Winning Performance at the 2016 Eurovision Song #FreeSavchenko https://t.co/dj7efU9gSG via @YouTube
nvr_cry_wolf	"RT @christogrozev: Russia doesn't give up.
Now it appealed to EBU to disqualify Jamala as ""song was old"".
EBU: ""Thanks but no thanks"" .http…"
LantiSpitfire	@ESCSamuel But Jamala's response on Facebook was great too
HURI_Harvard	Here's Jamala's winning #Eurovision song https://t.co/AAMLYavwS0 via @YouTube Read #SerhiiPlokii's reflection here: https://t.co/yydDqfgfcU
gokhancosdu	Happy #Vyshyvanka Day @jamala 😘 https://t.co/R1lMiKvbHo
chloemollie_	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
MarkCha40189515	@Pete_Blaker @russian_market @jamala @EBU_HQ Yes, I agree there. But it is certainly not Russia which is holding up the investigation.
senses_8	"RT @jamala: LIVE! 1944

https://t.co/UEpALHqyeL  #jamala #джамала #jamala1944"
juridontcare	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
Silicone_Cat	RT @Jamalavision: Let me guess, Russian fans are still salty, that Ukraine and Jamala continue to be are the winners of Eurovision 16 https…
mansterstirling	@majakiosse @douwe_bob @MinusCy @Justs_Sirmais @jamala @francescacheeks @Freddie_HUN @Amir_Off @Lauwraaaaah_ Wow now I see it 😂
ESCJackkk	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
GreenEyesShadow	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
Jamesala1944	"Omg breaking news
I wasn't the one who sang 1944
Petition to disqualify Jamala over how unfair this is"
Ronald_Vermeer	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
NotMattBellamy	"RT @christogrozev: RU press historically yells ""Jamala should be disqualified as song was written before Sept 1 2015"". Soooo? https://t.co/…"
elisaschreuder	"RT @christogrozev: Russia doesn't give up.
Now it appealed to EBU to disqualify Jamala as ""song was old"".
EBU: ""Thanks but no thanks"" .http…"
Jamesala1944	Can you @ me the people who are trying to get Jamala disqualified so I can 1 v 1 them
perfectzia	"I don't like Jamala and her song but i think to write a petition to disqualify her is so awful
#Eurovision"
DarkRomanek	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
NotMattBellamy	"RT @christogrozev: Russia doesn't give up.
Now it appealed to EBU to disqualify Jamala as ""song was old"".
EBU: ""Thanks but no thanks"" .http…"
willy_fock	"RT @sisquere: Thank you @NATO for confirming what we already knew.
@jamala's song was against @eurovision rules. https://t.co/7ETPP6SpZo"
MarsBrooklyn	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
SchlagerKaty	"RT @JustPadraig: Sergey is not a porn star: You're pro-Russia, Russia, Russia!

Jamala didn't break EBU rules: You're pro-Ukraine, Ukraine,…"
ithgael	RT @ilcolonnello: @NATO @jamala instead of talking about music, take care on your heros in #Ukraine https://t.co/uTUc6WJL36
AzumaPatty	Jamala of Ukraine on Sunday won the Eurovision Song Contest, the annual competition that pits singers from primarily European countries
LCechmistro	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
MarsBrooklyn	Congratulations @jamala you made me cry. &lt;3 #Eurovision2016Winner
euro_teas	EBU counters recent scandal https://t.co/zEpoPVZMKh #Eurovision #Ukraine #Jamala #EBU
LENCHITO79	"Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea... https://t.co/Q3d2aeZ8UO via @russian_market"
LoveDomine	"RT @JohnDelacour: #Eurovision
10 mn 📽 (English subs) by @anatoliisharii shows @Jamala singing 1944 song 5/2015
https://t.co/swA56P0MbF http…"
claudialawura	@izpodpolja @jamala @EBU_HQ JAMALA IS RUDE BECAUSE SHE IS A LIER!!! But I don't want to argue with someone. This song will remain very bad.
XSovietNews	@mfa_russia Surely Jamala is a fake Crimean Tatar?
LoveDomine	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
CERAP_Paris	RT @EuromaidanPress: Thank you, Jamala #Ukraine https://t.co/uTZCooqe21 https://t.co/v7XINNRGJI
karlisaac	"RT @JustPadraig: Sergey is not a porn star: You're pro-Russia, Russia, Russia!

Jamala didn't break EBU rules: You're pro-Ukraine, Ukraine,…"
izpodpolja	@claudialawura @jamala @EBU_HQ I like the song - them opinions! )) Meanwhile - it's May outside, take a walk - enjoy the weather ))
zacf_official	https://t.co/KpajqZEqPy  #Jamala - #1944 [#ZacF Remix] (Ukraine Final 2016 #Eurovision Song Contest )
Buttonss4	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
